age,job,marital,education,balance,housing,loan,deposit
49,services,married,primary,1830,yes,no,yes
29,self-employed,single,tertiary,814,no,no,yes
67,housemaid,divorced,secondary,5275,no,no,yes
42,admin.,divorced,secondary,2129,no,no,yes
35,management,married,tertiary,2717,no,no,yes
37,technician,married,tertiary,341,no,no,yes
35,management,divorced,tertiary,2885,no,no,yes
61,retired,married,secondary,523,no,no,yes
60,services,married,tertiary,4256,yes,no,yes
33,technician,married,secondary,484,yes,no,yes
27,blue-collar,single,secondary,535,no,no,yes
24,student,single,secondary,431,no,no,yes
57,retired,married,tertiary,1269,no,no,yes
63,admin.,married,secondary,0,yes,no,yes
61,housemaid,married,primary,211,no,no,yes
52,self-employed,married,tertiary,4012,no,no,yes
34,admin.,single,tertiary,625,no,yes,yes
28,management,single,tertiary,1584,yes,no,yes
60,management,married,tertiary,315,no,no,yes
32,admin.,married,secondary,200,no,no,yes
34,management,married,tertiary,589,no,no,yes
31,services,single,secondary,-205,no,no,yes
28,blue-collar,single,secondary,-46,yes,no,yes
55,admin.,married,secondary,8304,no,no,yes
65,retired,married,primary,308,no,no,yes
37,management,married,tertiary,1113,no,no,yes
35,management,single,tertiary,992,no,yes,yes
33,admin.,single,tertiary,272,yes,no,yes
75,retired,married,primary,1413,no,no,yes
48,unknown,single,unknown,1819,no,no,yes
33,entrepreneur,single,tertiary,1623,yes,no,yes
38,management,married,tertiary,630,no,no,yes
25,student,single,secondary,2975,no,no,yes
41,unemployed,single,tertiary,7968,no,no,yes
25,student,single,secondary,154,no,no,yes
27,student,single,tertiary,5169,yes,no,yes
49,admin.,single,tertiary,228,yes,no,yes
43,technician,married,secondary,4945,yes,no,yes
52,management,married,unknown,1708,no,no,yes
48,management,married,tertiary,0,yes,no,yes
29,unemployed,single,unknown,1584,no,no,yes
43,admin.,single,secondary,1707,yes,no,yes
65,admin.,married,secondary,952,no,no,yes
72,retired,married,secondary,1978,no,no,yes
26,technician,single,secondary,1105,yes,no,yes
37,services,married,secondary,52,yes,no,yes
37,management,married,tertiary,6771,no,no,yes
28,management,single,tertiary,890,yes,no,yes
61,retired,married,primary,56,no,no,yes
32,blue-collar,married,primary,1644,no,no,yes
51,management,single,tertiary,151,yes,no,yes
38,admin.,married,secondary,0,yes,no,yes
34,management,divorced,tertiary,2240,no,no,yes
60,unemployed,married,secondary,957,no,no,yes
24,student,single,secondary,689,no,no,yes
36,management,married,tertiary,2161,no,no,yes
46,student,single,unknown,1527,no,no,yes
80,retired,married,secondary,8304,no,no,yes
37,management,single,tertiary,698,no,no,yes
39,management,married,tertiary,494,no,no,yes
62,retired,married,secondary,2801,yes,yes,yes
84,retired,married,tertiary,4761,no,no,yes
24,student,single,tertiary,834,no,no,yes
24,student,single,secondary,139,no,no,yes
28,management,married,tertiary,12,yes,no,yes
31,management,married,tertiary,877,no,no,yes
33,unemployed,single,secondary,2066,no,yes,yes
33,admin.,single,secondary,555,yes,no,yes
64,retired,married,primary,48,no,no,yes
48,technician,married,primary,235,no,no,yes
28,admin.,married,secondary,1595,no,no,yes
28,student,single,tertiary,5741,no,no,yes
69,retired,married,unknown,426,no,no,yes
28,management,single,tertiary,187,no,no,yes
24,admin.,single,secondary,166,no,no,yes
52,unemployed,married,secondary,1416,no,no,yes
37,services,single,tertiary,1189,no,no,yes
25,student,single,secondary,486,no,no,yes
58,management,married,tertiary,0,no,no,yes
62,retired,married,tertiary,2557,yes,no,yes
41,admin.,married,secondary,3138,no,no,yes
28,management,single,tertiary,1720,no,no,yes
75,retired,married,primary,1765,no,no,yes
21,student,single,unknown,1506,no,no,yes
40,entrepreneur,married,tertiary,3585,no,no,yes
35,blue-collar,married,secondary,262,no,no,yes
49,management,married,tertiary,1093,yes,yes,yes
39,management,married,unknown,76,no,no,yes
63,admin.,divorced,secondary,4680,no,no,yes
38,management,married,tertiary,1477,no,no,yes
72,retired,married,tertiary,3561,no,no,yes
31,management,single,tertiary,3340,no,no,yes
49,technician,married,tertiary,1071,no,no,yes
29,management,married,tertiary,247,no,no,yes
39,admin.,divorced,secondary,112,no,no,yes
78,retired,divorced,primary,527,no,no,yes
61,housemaid,married,primary,2580,no,no,yes
60,retired,married,secondary,975,no,no,yes
58,management,divorced,unknown,2986,no,no,yes
67,retired,married,secondary,2048,no,no,yes
20,student,single,unknown,2785,no,no,yes
28,admin.,single,secondary,127,no,no,yes
41,management,married,tertiary,0,no,no,yes
31,student,single,tertiary,4951,no,no,yes
37,management,divorced,tertiary,488,yes,no,yes
81,retired,married,primary,1154,no,no,yes
46,management,divorced,tertiary,624,no,no,yes
46,services,married,primary,4343,yes,no,yes
44,management,divorced,tertiary,2367,no,no,yes
23,technician,single,secondary,283,yes,no,yes
40,entrepreneur,married,secondary,6403,no,no,yes
27,management,married,tertiary,802,no,no,yes
60,admin.,married,secondary,3735,no,no,yes
55,management,married,secondary,2693,no,no,yes
43,unemployed,married,secondary,0,yes,yes,yes
26,management,single,tertiary,1027,no,no,yes
25,management,single,tertiary,3902,no,no,yes
31,housemaid,married,secondary,243,yes,no,yes
54,services,single,secondary,0,no,no,yes
29,unemployed,single,secondary,1055,no,no,yes
36,admin.,single,secondary,60,yes,no,yes
59,management,married,tertiary,5397,no,no,yes
37,blue-collar,single,unknown,217,no,no,yes
28,management,single,tertiary,6551,no,no,yes
35,admin.,single,secondary,303,no,no,yes
32,blue-collar,single,secondary,2093,no,no,yes
49,management,married,tertiary,1167,yes,yes,yes
50,services,married,secondary,2376,yes,no,yes
55,services,divorced,secondary,0,no,no,yes
81,retired,divorced,primary,949,no,no,yes
24,management,single,tertiary,393,no,no,yes
38,services,married,secondary,2678,no,no,yes
61,retired,married,secondary,11,no,no,yes
67,retired,married,primary,4416,no,no,yes
28,management,single,tertiary,390,no,no,yes
29,services,single,secondary,1934,no,no,yes
31,student,single,secondary,3511,no,no,yes
71,retired,married,secondary,1696,no,no,yes
33,self-employed,married,tertiary,1278,no,no,yes
47,self-employed,married,tertiary,1011,no,no,yes
39,management,married,tertiary,2939,no,no,yes
26,unemployed,single,tertiary,3466,no,no,yes
22,admin.,single,secondary,372,no,no,yes
34,management,single,tertiary,549,no,no,yes
32,student,single,secondary,1102,no,no,yes
48,services,divorced,unknown,973,no,no,yes
32,technician,single,unknown,491,no,no,yes
58,admin.,divorced,secondary,3337,yes,no,yes
48,admin.,married,secondary,368,no,no,yes
28,unknown,single,unknown,326,no,no,yes
36,technician,single,secondary,12264,no,no,yes
67,retired,married,secondary,203,no,no,yes
30,management,single,tertiary,502,no,no,yes
27,admin.,married,tertiary,346,no,no,yes
31,management,married,tertiary,4328,no,no,yes
27,student,single,secondary,279,no,no,yes
33,management,single,tertiary,131,yes,no,yes
36,management,single,tertiary,2646,no,no,yes
62,self-employed,divorced,tertiary,6,yes,no,yes
29,self-employed,single,tertiary,1579,no,no,yes
26,blue-collar,single,secondary,2007,no,no,yes
59,technician,married,secondary,1,no,no,yes
51,management,married,tertiary,469,no,no,yes
27,technician,single,secondary,643,no,no,yes
60,retired,divorced,secondary,514,no,no,yes
42,unemployed,married,secondary,1289,no,no,yes
47,admin.,married,secondary,3676,no,no,yes
43,unemployed,married,tertiary,0,no,no,yes
22,management,single,tertiary,104,no,yes,yes
34,technician,married,secondary,159,yes,no,yes
39,admin.,divorced,secondary,728,yes,yes,yes
27,management,single,tertiary,107,no,no,yes
49,blue-collar,married,secondary,1946,no,no,yes
42,management,married,unknown,1519,no,no,yes
64,management,married,tertiary,5112,no,no,yes
44,management,single,tertiary,1090,no,no,yes
64,retired,divorced,secondary,4833,no,no,yes
29,student,single,secondary,1925,no,no,yes
52,management,married,secondary,335,no,no,yes
52,technician,married,secondary,371,yes,yes,yes
54,management,divorced,tertiary,5475,no,no,yes
37,management,married,tertiary,203,no,no,yes
48,admin.,married,secondary,50,no,yes,yes
28,technician,single,tertiary,11862,no,no,yes
77,retired,married,secondary,820,no,no,yes
63,retired,single,tertiary,791,no,no,yes
34,technician,single,secondary,1279,yes,no,yes
29,blue-collar,single,tertiary,455,no,no,yes
38,management,married,tertiary,536,yes,no,yes
47,admin.,single,secondary,1693,yes,no,yes
63,retired,married,secondary,1495,no,no,yes
30,management,single,tertiary,985,yes,no,yes
74,retired,married,secondary,935,no,no,yes
31,admin.,single,secondary,410,no,no,yes
33,admin.,married,secondary,51,yes,yes,yes
25,student,single,secondary,679,no,no,yes
78,management,married,unknown,1780,yes,no,yes
26,management,single,tertiary,222,no,no,yes
47,admin.,married,secondary,1210,no,no,yes
56,admin.,divorced,secondary,1693,no,no,yes
54,technician,married,tertiary,876,no,no,yes
46,technician,married,unknown,3308,no,no,yes
47,management,married,tertiary,0,no,no,yes
24,student,single,secondary,822,no,no,yes
70,retired,married,secondary,0,no,no,yes
63,entrepreneur,married,secondary,3904,no,no,yes
22,student,single,secondary,2488,no,no,yes
38,technician,married,tertiary,88,no,no,yes
44,entrepreneur,married,tertiary,121,no,no,yes
52,technician,married,tertiary,0,no,no,yes
35,technician,married,secondary,0,yes,no,yes
29,admin.,single,secondary,464,no,no,yes
41,unemployed,single,tertiary,79,no,no,yes
62,retired,married,tertiary,2557,yes,no,yes
62,blue-collar,married,secondary,272,no,no,yes
38,entrepreneur,single,secondary,2543,no,no,yes
36,admin.,divorced,secondary,1224,yes,no,yes
34,blue-collar,married,secondary,320,yes,no,yes
60,services,married,tertiary,4256,yes,no,yes
32,services,single,secondary,1168,yes,no,yes
29,management,single,secondary,703,yes,no,yes
32,blue-collar,married,secondary,136,no,no,yes
75,retired,divorced,tertiary,3810,yes,no,yes
29,management,single,tertiary,765,no,no,yes
68,retired,married,secondary,1146,no,no,yes
25,student,single,secondary,358,no,no,yes
36,management,single,secondary,1511,yes,no,yes
38,technician,married,secondary,557,yes,no,yes
53,management,married,tertiary,583,no,no,yes
34,admin.,single,secondary,557,no,no,yes
23,student,single,tertiary,113,no,no,yes
73,retired,married,secondary,2850,no,no,yes
25,technician,single,secondary,505,no,yes,yes
51,technician,married,tertiary,825,no,no,yes
72,retired,married,secondary,5715,no,no,yes
42,technician,married,tertiary,-215,no,no,yes
59,management,married,tertiary,2239,no,no,yes
32,management,married,tertiary,376,yes,no,yes
36,technician,married,secondary,15485,no,no,yes
34,services,married,secondary,2918,no,yes,yes
28,student,single,secondary,67,no,no,yes
54,unemployed,divorced,secondary,1664,no,no,yes
27,admin.,single,secondary,192,no,no,yes
42,management,married,unknown,1519,no,no,yes
31,admin.,single,secondary,0,no,no,yes
41,unemployed,married,secondary,0,yes,yes,yes
37,admin.,divorced,tertiary,4708,no,no,yes
31,management,single,tertiary,3283,no,no,yes
33,unemployed,married,secondary,1211,no,no,yes
27,self-employed,single,tertiary,347,no,no,yes
44,management,married,tertiary,423,no,no,yes
22,student,single,secondary,3982,no,no,yes
25,management,single,tertiary,2506,no,no,yes
30,management,single,tertiary,697,no,no,yes
46,blue-collar,married,secondary,456,no,yes,yes
32,technician,single,secondary,324,no,yes,yes
57,admin.,single,secondary,5768,yes,no,yes
41,technician,married,tertiary,1517,no,no,yes
62,management,married,tertiary,0,no,no,yes
28,unemployed,married,tertiary,482,no,no,yes
77,retired,married,secondary,638,no,no,yes
47,housemaid,married,secondary,2524,no,no,yes
40,management,married,tertiary,4539,no,no,yes
41,blue-collar,married,secondary,2039,yes,no,yes
28,services,single,tertiary,128,no,no,yes
51,blue-collar,married,secondary,4787,yes,no,yes
47,management,married,tertiary,1147,no,no,yes
37,unemployed,married,secondary,1978,no,no,yes
29,management,married,tertiary,51,yes,no,yes
24,services,single,secondary,-122,yes,no,yes
27,blue-collar,single,secondary,294,yes,yes,yes
23,student,single,secondary,922,no,no,yes
32,admin.,married,secondary,51,yes,yes,yes
40,technician,married,secondary,694,yes,no,yes
32,management,married,tertiary,607,yes,no,yes
57,management,married,secondary,2155,no,yes,yes
28,self-employed,single,tertiary,159,no,no,yes
35,technician,married,tertiary,7050,no,no,yes
35,blue-collar,married,secondary,1055,no,no,yes
24,student,single,secondary,8165,no,no,yes
36,technician,married,tertiary,376,no,no,yes
66,housemaid,divorced,primary,3701,no,no,yes
45,management,divorced,secondary,644,yes,no,yes
28,technician,single,tertiary,3623,no,no,yes
45,housemaid,married,secondary,360,no,no,yes
31,unemployed,single,secondary,284,yes,no,yes
45,services,single,primary,1893,yes,no,yes
34,admin.,married,tertiary,69,no,yes,yes
39,technician,single,secondary,1355,yes,no,yes
24,management,single,tertiary,1506,no,no,yes
33,technician,single,tertiary,1393,yes,no,yes
54,management,divorced,tertiary,487,yes,no,yes
26,student,single,secondary,655,no,no,yes
30,services,single,tertiary,1788,no,no,yes
37,admin.,married,secondary,0,yes,no,yes
32,management,single,tertiary,41,no,no,yes
39,management,married,secondary,215,no,no,yes
27,unknown,single,secondary,1187,no,no,yes
54,admin.,married,secondary,0,no,no,yes
54,housemaid,single,secondary,1213,no,no,yes
71,retired,married,tertiary,653,no,no,yes
41,management,divorced,tertiary,3426,no,no,yes
29,admin.,married,tertiary,238,no,no,yes
60,retired,married,secondary,1690,no,no,yes
60,unemployed,married,primary,0,no,no,yes
36,technician,single,secondary,27,yes,no,yes
34,management,single,tertiary,681,no,no,yes
27,admin.,single,secondary,18188,yes,no,yes
34,management,married,tertiary,1006,yes,no,yes
36,management,married,tertiary,1352,no,no,yes
32,technician,single,tertiary,2340,no,no,yes
55,housemaid,married,unknown,366,no,no,yes
34,services,single,secondary,-374,yes,no,yes
25,technician,single,tertiary,1231,no,no,yes
51,technician,married,tertiary,1347,yes,yes,yes
33,management,married,tertiary,1778,no,no,yes
35,technician,married,secondary,2201,no,no,yes
55,housemaid,married,primary,0,yes,no,yes
61,retired,married,tertiary,2557,yes,no,yes
34,technician,married,secondary,0,yes,no,yes
55,technician,married,tertiary,1320,no,no,yes
23,student,single,tertiary,0,no,no,yes
69,retired,married,secondary,0,no,no,yes
37,management,single,tertiary,22125,no,yes,yes
49,entrepreneur,married,primary,6188,no,no,yes
41,unemployed,married,secondary,1077,yes,yes,yes
39,technician,single,unknown,45248,yes,no,yes
30,technician,single,tertiary,3291,yes,no,yes
32,technician,single,secondary,562,yes,no,yes
61,admin.,married,secondary,1046,yes,no,yes
33,management,single,tertiary,87,no,no,yes
32,management,single,tertiary,10281,no,no,yes
45,admin.,divorced,primary,429,yes,no,yes
59,retired,married,primary,3648,no,no,yes
48,blue-collar,married,secondary,863,yes,no,yes
18,student,single,unknown,3,no,no,yes
27,management,single,tertiary,2648,no,no,yes
